session_id,model,output_length,pre_gap,has_error,is_system_prompt_present,input_tokens,turn_number,turn_cost
swebench__matplotlib__matplotlib-13989__minimax,minimax-m2.5,63,1.2463,1,1,23920,32,0.00366045
swebench__matplotlib__matplotlib-13989__minimax,minimax-m2.5,100,0.0652,1,1,23975,33,0.0037112499999999997
swebench__matplotlib__matplotlib-13989__minimax,minimax-m2.5,63,0.7265,1,1,24298,34,0.00371715
swebench__matplotlib__matplotlib-13989__minimax,minimax-m2.5,190,0.6968,1,1,25358,35,0.0040222
swebench__matplotlib__matplotlib-13989__minimax,minimax-m2.5,104,0.7295,1,1,25715,36,0.00397685
swebench__matplotlib__matplotlib-13989__minimax,minimax-m2.5,788,0.1355,1,1,26808,37,0.0049274
swebench__matplotlib__matplotlib-13989__minimax,minimax-m2.5,89,0.7328,1,1,27953,38,0.0042953
swebench__matplotlib__matplotlib-13989__minimax,minimax-m2.5,524,0.7284,1,1,28566,39,0.0048874999999999995
swebench__matplotlib__matplotlib-13989__minimax,minimax-m2.5,289,0.0865,1,1,29367,40,0.0047374
swebench__matplotlib__matplotlib-13989__minimax,minimax-m2.5,136,0.1447,1,1,29889,41,0.00463975
swebench__matplotlib__matplotlib-13989__minimax,minimax-m2.5,262,0.7491,1,1,30143,42,0.00482275
swebench__matplotlib__matplotlib-13989__minimax,minimax-m2.5,131,1.2494,1,1,30969,43,0.004796
swebench__matplotlib__matplotlib-13989__minimax,minimax-m2.5,188,0.7322,1,1,31245,44,0.00490295
swebench__matplotlib__matplotlib-13989__minimax,minimax-m2.5,99,0.7397,1,1,31625,45,0.0048576
swebench__matplotlib__matplotlib-13989__minimax,minimax-m2.5,80,0.741,1,1,31828,46,0.0048662
swebench__matplotlib__matplotlib-13989__minimax,minimax-m2.5,234,0.1374,1,1,32605,47,0.0051598500000000005
swebench__matplotlib__matplotlib-13989__minimax,minimax-m2.5,109,0.1521,1,1,33070,48,0.005085849999999999
swebench__matplotlib__matplotlib-13989__minimax,minimax-m2.5,255,0.7476,1,1,33287,49,0.0052863
swebench__matplotlib__matplotlib-13989__minimax,minimax-m2.5,115,1.2291,1,1,34063,50,0.0052417
swebench__matplotlib__matplotlib-14623__minimax,minimax-m2.5,123,0.0,1,1,11254,1,0.0018295499999999999
swebench__matplotlib__matplotlib-14623__minimax,minimax-m2.5,132,0.0527,1,1,11307,2,0.0018478499999999998
swebench__matplotlib__matplotlib-14623__minimax,minimax-m2.5,64,0.7044,1,1,11607,3,0.00181465
swebench__matplotlib__matplotlib-14623__minimax,minimax-m2.5,57,0.1806,1,1,12362,4,0.0019198499999999999
swebench__matplotlib__matplotlib-14623__minimax,minimax-m2.5,64,0.6876,1,1,12618,5,0.0019663
swebench__matplotlib__matplotlib-14623__minimax,minimax-m2.5,132,0.6963,1,1,15130,6,0.0024213
swebench__matplotlib__matplotlib-14623__minimax,minimax-m2.5,112,0.6925,1,1,15689,7,0.00248215
swebench__matplotlib__matplotlib-14623__minimax,minimax-m2.5,169,1.2035,1,1,15955,8,0.0025876
swebench__matplotlib__matplotlib-14623__minimax,minimax-m2.5,134,0.6871,1,1,16920,9,0.0026921
swebench__matplotlib__matplotlib-14623__minimax,minimax-m2.5,79,0.6986,1,1,17147,10,0.0026628999999999997
swebench__matplotlib__matplotlib-14623__minimax,minimax-m2.5,158,0.7014,1,1,20286,11,0.0032245999999999998
swebench__matplotlib__matplotlib-14623__minimax,minimax-m2.5,102,0.7016,1,1,20988,12,0.0032654999999999997
swebench__matplotlib__matplotlib-14623__minimax,minimax-m2.5,251,0.7006,1,1,21549,13,0.003521
swebench__matplotlib__matplotlib-14623__minimax,minimax-m2.5,72,0.705,1,1,21932,14,0.0033726
swebench__matplotlib__matplotlib-14623__minimax,minimax-m2.5,101,0.0429,1,1,21984,15,0.00341375
swebench__matplotlib__matplotlib-14623__minimax,minimax-m2.5,808,0.0549,1,1,22897,16,0.00436375
swebench__matplotlib__matplotlib-14623__minimax,minimax-m2.5,310,0.0964,1,1,24125,17,0.00397525
swebench__matplotlib__matplotlib-14623__minimax,minimax-m2.5,61,0.7067,1,1,24752,18,0.00378295
swebench__matplotlib__matplotlib-14623__minimax,minimax-m2.5,282,25.583,1,1,25844,19,0.0042009000000000005
swebench__matplotlib__matplotlib-14623__minimax,minimax-m2.5,61,0.715,1,1,26738,20,0.00408085
swebench__matplotlib__matplotlib-14623__minimax,minimax-m2.5,278,2.2369,1,1,27166,21,0.0043946
swebench__matplotlib__matplotlib-14623__minimax,minimax-m2.5,63,0.7154,1,1,28056,22,0.00428085
swebench__matplotlib__matplotlib-14623__minimax,minimax-m2.5,277,19.4629,1,1,28935,23,0.004658799999999999
swebench__matplotlib__matplotlib-14623__minimax,minimax-m2.5,121,1.2416,1,1,29528,24,0.00456835
swebench__matplotlib__matplotlib-14623__minimax,minimax-m2.5,40,0.7189,1,1,29776,25,0.0045124
swebench__matplotlib__matplotlib-14623__minimax,minimax-m2.5,88,2.2388,1,1,30170,26,0.0046267
swebench__matplotlib__matplotlib-14623__minimax,minimax-m2.5,76,1.2287,1,1,30465,27,0.00465715
swebench__matplotlib__matplotlib-14623__minimax,minimax-m2.5,64,2.2489,1,1,31019,28,0.00472645
swebench__matplotlib__matplotlib-14623__minimax,minimax-m2.5,53,1.2332,1,1,31385,29,0.0047687
swebench__matplotlib__matplotlib-14623__minimax,minimax-m2.5,76,2.2437,1,1,32100,30,0.0049023999999999995
swebench__matplotlib__matplotlib-14623__minimax,minimax-m2.5,74,0.0661,1,1,32155,31,0.00490835
swebench__matplotlib__matplotlib-14623__minimax,minimax-m2.5,63,1.2279,1,1,32409,32,0.0049337999999999995
swebench__matplotlib__matplotlib-14623__minimax,minimax-m2.5,78,0.7262,1,1,32614,33,0.0049818
swebench__matplotlib__matplotlib-14623__minimax,minimax-m2.5,332,2.2441,1,1,32944,34,0.0053234
swebench__matplotlib__matplotlib-14623__minimax,minimax-m2.5,521,0.7329,1,1,33725,35,0.0056578999999999996
swebench__matplotlib__matplotlib-14623__minimax,minimax-m2.5,84,0.7415,1,1,34805,36,0.005317349999999999
swebench__matplotlib__matplotlib-14623__minimax,minimax-m2.5,534,5.2937,1,1,35389,37,0.00592245
swebench__matplotlib__matplotlib-14623__minimax,minimax-m2.5,104,0.7373,1,1,36226,38,0.005553499999999999
swebench__matplotlib__matplotlib-14623__minimax,minimax-m2.5,58,10.268,1,1,36487,39,0.00553975
swebench__matplotlib__matplotlib-14623__minimax,minimax-m2.5,387,0.7376,1,1,36661,40,0.005944199999999999
swebench__matplotlib__matplotlib-14623__minimax,minimax-m2.5,663,0.0806,1,1,37453,41,0.0063804
swebench__matplotlib__matplotlib-20488__minimax,minimax-m2.5,120,0.0,1,1,9860,1,0.001617
swebench__matplotlib__matplotlib-20488__minimax,minimax-m2.5,145,0.0447,1,1,9912,2,0.00165355
swebench__matplotlib__matplotlib-20488__minimax,minimax-m2.5,69,0.6977,1,1,10240,3,0.00161535
swebench__matplotlib__matplotlib-20488__minimax,minimax-m2.5,63,0.6853,1,1,11012,4,0.0017242499999999999
swebench__matplotlib__matplotlib-20488__minimax,minimax-m2.5,70,0.6889,1,1,11192,5,0.0017592999999999999
swebench__matplotlib__matplotlib-20488__minimax,minimax-m2.5,78,0.6899,1,1,11381,6,0.00179685
swebench__matplotlib__matplotlib-20488__minimax,minimax-m2.5,148,0.0878,1,1,11888,7,0.0019534
swebench__matplotlib__matplotlib-20488__minimax,minimax-m2.5,146,0.0326,1,1,11943,8,0.00195935
swebench__matplotlib__matplotlib-20488__minimax,minimax-m2.5,85,0.6927,1,1,12215,9,0.0019299999999999999
swebench__matplotlib__matplotlib-20488__minimax,minimax-m2.5,199,0.0771,1,1,12960,10,0.00217285
swebench__matplotlib__matplotlib-20488__minimax,minimax-m2.5,256,0.6842,1,1,13262,11,0.0022836999999999996
swebench__matplotlib__matplotlib-20488__minimax,minimax-m2.5,89,0.057,1,1,13847,12,0.0021794
swebench__matplotlib__matplotlib-20488__minimax,minimax-m2.5,87,0.7112,1,1,14097,13,0.0022145999999999997
swebench__matplotlib__matplotlib-20488__minimax,minimax-m2.5,79,0.0587,1,1,14457,14,0.0022594
swebench__matplotlib__matplotlib-20488__minimax,minimax-m2.5,82,0.6986,1,1,14642,15,0.0022906
swebench__matplotlib__matplotlib-20488__minimax,minimax-m2.5,78,0.7031,1,1,14925,16,0.0023284499999999997
swebench__matplotlib__matplotlib-20488__minimax,minimax-m2.5,89,0.0616,1,1,15403,17,0.0024128
swebench__matplotlib__matplotlib-20488__minimax,minimax-m2.5,92,0.6828,1,1,15619,18,0.00244865
swebench__matplotlib__matplotlib-20488__minimax,minimax-m2.5,666,0.0656,1,1,17737,19,0.0034264499999999997
swebench__matplotlib__matplotlib-20488__minimax,minimax-m2.5,48,0.7132,1,1,18460,20,0.0028242
swebench__matplotlib__matplotlib-20488__minimax,minimax-m2.5,78,2.2331,1,1,18860,21,0.0029186999999999998
swebench__matplotlib__matplotlib-20488__minimax,minimax-m2.5,78,1.2166,1,1,19143,22,0.0029611499999999996
swebench__matplotlib__matplotlib-20488__minimax,minimax-m2.5,77,0.0517,1,1,19198,23,0.00296825
swebench__matplotlib__matplotlib-20488__minimax,minimax-m2.5,80,6.8103,1,1,19794,24,0.0030610999999999998
swebench__matplotlib__matplotlib-20488__minimax,minimax-m2.5,80,0.0559,1,1,19849,25,0.0030693499999999998
swebench__matplotlib__matplotlib-20488__minimax,minimax-m2.5,80,0.057,1,1,19904,26,0.0030775999999999998
swebench__matplotlib__matplotlib-20488__minimax,minimax-m2.5,80,0.0504,1,1,19960,27,0.0030859999999999998
swebench__matplotlib__matplotlib-20488__minimax,minimax-m2.5,428,0.056,1,1,20015,28,0.0034944499999999996
swebench__matplotlib__matplotlib-20488__minimax,minimax-m2.5,322,0.7269,1,1,20831,29,0.0034949499999999997
swebench__matplotlib__matplotlib-20488__minimax,minimax-m2.5,433,0.0606,1,1,20885,30,0.0036306999999999997
swebench__matplotlib__matplotlib-20488__minimax,minimax-m2.5,82,0.7253,1,1,21656,31,0.0033426999999999997
swebench__matplotlib__matplotlib-20488__minimax,minimax-m2.5,73,0.7049,1,1,21853,32,0.0033619
swebench__matplotlib__matplotlib-20488__minimax,minimax-m2.5,241,5.292,1,1,22243,33,0.0036136
swebench__matplotlib__matplotlib-20488__minimax,minimax-m2.5,133,0.7387,1,1,22742,34,0.0035642499999999997
swebench__matplotlib__matplotlib-20488__minimax,minimax-m2.5,506,0.0859,1,1,23124,35,0.004050499999999999
swebench__matplotlib__matplotlib-20488__minimax,minimax-m2.5,98,0.7314,1,1,23738,36,0.0036734
swebench__matplotlib__matplotlib-20488__minimax,minimax-m2.5,82,0.0823,1,1,24102,37,0.0037095999999999995
swebench__matplotlib__matplotlib-20488__minimax,minimax-m2.5,670,0.0828,1,1,24575,38,0.00445675
swebench__matplotlib__matplotlib-20488__minimax,minimax-m2.5,113,0.7339,1,1,25481,39,0.0039521
swebench__matplotlib__matplotlib-20488__minimax,minimax-m2.5,79,0.7309,1,1,25889,40,0.0039742
swebench__matplotlib__matplotlib-20488__minimax,minimax-m2.5,81,0.0739,1,1,25943,41,0.0039846
swebench__matplotlib__matplotlib-20488__minimax,minimax-m2.5,76,0.0664,1,1,25999,42,0.0039872499999999995
swebench__matplotlib__matplotlib-20488__minimax,minimax-m2.5,314,0.0744,1,1,26054,43,0.004269199999999999
swebench__matplotlib__matplotlib-20488__minimax,minimax-m2.5,682,0.7357,1,1,26629,44,0.00477865
swebench__matplotlib__matplotlib-20488__minimax,minimax-m2.5,232,0.152,1,1,27612,45,0.0044086
swebench__matplotlib__matplotlib-20488__minimax,minimax-m2.5,511,0.1491,1,1,28136,46,0.00480805
swebench__matplotlib__matplotlib-20488__minimax,minimax-m2.5,458,0.746,1,1,29188,47,0.004904899999999999
swebench__matplotlib__matplotlib-20488__minimax,minimax-m2.5,111,0.7406,1,1,30141,48,0.0046488
swebench__matplotlib__matplotlib-20488__minimax,minimax-m2.5,100,0.7216,1,1,30366,49,0.004669899999999999
swebench__matplotlib__matplotlib-20488__minimax,minimax-m2.5,100,0.0477,1,1,30420,50,0.004678
swebench__matplotlib__matplotlib-20676__minimax,minimax-m2.5,59,0.0,1,1,11461,1,0.001787
swebench__matplotlib__matplotlib-20676__minimax,minimax-m2.5,58,0.0555,1,1,11513,2,0.00179365
swebench__matplotlib__matplotlib-20676__minimax,minimax-m2.5,62,0.7088,1,1,11743,3,0.00183275
swebench__matplotlib__matplotlib-20676__minimax,minimax-m2.5,73,0.6868,1,1,12505,4,0.0019597
swebench__matplotlib__matplotlib-20676__minimax,minimax-m2.5,85,0.6935,1,1,12711,5,0.0020044
swebench__matplotlib__matplotlib-20676__minimax,minimax-m2.5,69,0.0918,1,1,13394,6,0.00208845
swebench__matplotlib__matplotlib-20676__minimax,minimax-m2.5,109,0.6867,1,1,13586,7,0.0021632500000000002
swebench__matplotlib__matplotlib-20676__minimax,minimax-m2.5,87,0.0566,1,1,15386,8,0.00240795
swebench__matplotlib__matplotlib-20676__minimax,minimax-m2.5,79,0.0552,1,1,16729,9,0.0026002
swebench__matplotlib__matplotlib-20676__minimax,minimax-m2.5,80,0.6942,1,1,16960,10,0.002636
swebench__matplotlib__matplotlib-20676__minimax,minimax-m2.5,470,0.0559,1,1,17746,11,0.0032024
swebench__matplotlib__matplotlib-20676__minimax,minimax-m2.5,417,0.068,1,1,18884,12,0.00331215
swebench__matplotlib__matplotlib-20676__minimax,minimax-m2.5,214,1.3382,1,1,19451,13,0.00316375
swebench__matplotlib__matplotlib-20676__minimax,minimax-m2.5,201,0.0775,1,1,19787,14,0.0031991999999999997
swebench__matplotlib__matplotlib-20676__minimax,minimax-m2.5,115,0.0902,1,1,20136,15,0.00315265
swebench__matplotlib__matplotlib-20676__minimax,minimax-m2.5,70,0.6981,1,1,20686,16,0.0031834
swebench__matplotlib__matplotlib-20676__minimax,minimax-m2.5,70,0.0462,1,1,20741,17,0.00319165
swebench__matplotlib__matplotlib-20676__minimax,minimax-m2.5,118,1.2177,1,1,22049,18,0.0034430499999999996
swebench__matplotlib__matplotlib-20676__minimax,minimax-m2.5,116,0.0489,1,1,22104,19,0.003449
swebench__matplotlib__matplotlib-20676__minimax,minimax-m2.5,86,0.7138,1,1,22401,20,0.0034590499999999995
swebench__matplotlib__matplotlib-20676__minimax,minimax-m2.5,68,0.7109,1,1,22678,21,0.0034798999999999997
swebench__matplotlib__matplotlib-20676__minimax,minimax-m2.5,86,0.7076,1,1,23504,22,0.0036244999999999997
swebench__matplotlib__matplotlib-20676__minimax,minimax-m2.5,80,1.2276,1,1,23704,23,0.0036476
swebench__matplotlib__matplotlib-20676__minimax,minimax-m2.5,79,0.7221,1,1,24052,24,0.00369865
swebench__matplotlib__matplotlib-20676__minimax,minimax-m2.5,81,0.7239,1,1,24231,25,0.0037278
swebench__matplotlib__matplotlib-20676__minimax,minimax-m2.5,95,0.7195,1,1,24729,26,0.0038185999999999997
swebench__matplotlib__matplotlib-20676__minimax,minimax-m2.5,63,0.7226,1,1,24920,27,0.00381045
swebench__matplotlib__matplotlib-20676__minimax,minimax-m2.5,92,1.2343,1,1,25106,28,0.0038717
swebench__matplotlib__matplotlib-20676__minimax,minimax-m2.5,95,1.2339,1,1,25303,29,0.0039046999999999997
swebench__matplotlib__matplotlib-20676__minimax,minimax-m2.5,119,0.7236,1,1,25495,30,0.0039611
swebench__matplotlib__matplotlib-20676__minimax,minimax-m2.5,212,0.0771,1,1,25910,31,0.0041303
swebench__matplotlib__matplotlib-20676__minimax,minimax-m2.5,64,0.7332,1,1,26407,32,0.00403465
swebench__matplotlib__matplotlib-20676__minimax,minimax-m2.5,76,6.3226,1,1,26965,33,0.004132149999999999
swebench__matplotlib__matplotlib-20676__minimax,minimax-m2.5,62,0.7283,1,1,27175,34,0.00414755
swebench__matplotlib__matplotlib-20676__minimax,minimax-m2.5,65,0.7239,1,1,27389,35,0.0041831
swebench__matplotlib__matplotlib-20676__minimax,minimax-m2.5,242,0.7309,1,1,27677,36,0.004429849999999999
swebench__matplotlib__matplotlib-20676__minimax,minimax-m2.5,51,0.7344,1,1,28223,37,0.0042921
swebench__matplotlib__matplotlib-20676__minimax,minimax-m2.5,59,0.7286,1,1,28467,38,0.0043379000000000004
swebench__matplotlib__matplotlib-20676__minimax,minimax-m2.5,81,0.7335,1,1,28655,39,0.0043914
swebench__matplotlib__matplotlib-20676__minimax,minimax-m2.5,51,0.7415,1,1,28845,40,0.0043854
swebench__matplotlib__matplotlib-20676__minimax,minimax-m2.5,65,0.7365,1,1,29005,41,0.0044255
swebench__matplotlib__matplotlib-20676__minimax,minimax-m2.5,201,5.7855,1,1,29388,42,0.00463935
swebench__matplotlib__matplotlib-20676__minimax,minimax-m2.5,112,1.2528,1,1,29898,43,0.0046134999999999995
swebench__matplotlib__matplotlib-20676__minimax,minimax-m2.5,136,0.7363,1,1,30133,44,0.00467635
swebench__matplotlib__matplotlib-20676__minimax,minimax-m2.5,104,0.0703,1,1,30514,45,0.0046967
swebench__matplotlib__matplotlib-20676__minimax,minimax-m2.5,76,0.7161,1,1,30745,46,0.004699149999999999
swebench__matplotlib__matplotlib-20676__minimax,minimax-m2.5,96,0.1139,1,1,31360,47,0.0048144
swebench__matplotlib__matplotlib-20676__minimax,minimax-m2.5,51,0.7491,1,1,31583,48,0.0047961
swebench__matplotlib__matplotlib-20676__minimax,minimax-m2.5,82,2.2687,1,1,31809,49,0.00486565
swebench__matplotlib__matplotlib-20676__minimax,minimax-m2.5,368,1.2527,1,1,32101,50,0.00523835
swebench__matplotlib__matplotlib-20826__minimax,minimax-m2.5,120,0.0,1,1,11681,1,0.0018901499999999997
swebench__matplotlib__matplotlib-20826__minimax,minimax-m2.5,61,0.7291,1,1,11991,2,0.0018687999999999999
swebench__matplotlib__matplotlib-20826__minimax,minimax-m2.5,55,0.6867,1,1,12760,3,0.00197725
swebench__matplotlib__matplotlib-20826__minimax,minimax-m2.5,107,0.6924,1,1,13010,4,0.00207455
swebench__matplotlib__matplotlib-20826__minimax,minimax-m2.5,113,0.6917,1,1,15577,5,0.0024665
swebench__matplotlib__matplotlib-20826__minimax,minimax-m2.5,144,0.6947,1,1,15976,6,0.002562
swebench__matplotlib__matplotlib-20826__minimax,minimax-m2.5,84,0.6933,1,1,16230,7,0.0025311
swebench__matplotlib__matplotlib-20826__minimax,minimax-m2.5,73,0.0676,1,1,17604,8,0.00272455
swebench__matplotlib__matplotlib-20826__minimax,minimax-m2.5,82,0.6982,1,1,17789,9,0.0027626499999999997
swebench__matplotlib__matplotlib-20826__minimax,minimax-m2.5,177,0.0494,1,1,19621,10,0.0031466999999999997
swebench__matplotlib__matplotlib-20826__minimax,minimax-m2.5,82,0.7017,1,1,19966,11,0.0030892
swebench__matplotlib__matplotlib-20826__minimax,minimax-m2.5,310,0.0613,1,1,22505,12,0.00373225
swebench__matplotlib__matplotlib-20826__minimax,minimax-m2.5,77,0.702,1,1,22932,13,0.00352835
swebench__matplotlib__matplotlib-20826__minimax,minimax-m2.5,639,0.0764,1,1,24030,14,0.00433935
swebench__matplotlib__matplotlib-20826__minimax,minimax-m2.5,86,0.7209,1,1,25208,15,0.0038800999999999996
swebench__matplotlib__matplotlib-20826__minimax,minimax-m2.5,91,1.2165,1,1,25816,16,0.00397705
swebench__matplotlib__matplotlib-20826__minimax,minimax-m2.5,63,2.2305,1,1,26180,17,0.00399945
swebench__matplotlib__matplotlib-20826__minimax,minimax-m2.5,66,0.7113,1,1,26394,18,0.004035
swebench__matplotlib__matplotlib-20826__minimax,minimax-m2.5,92,0.7123,1,1,26819,19,0.004128649999999999
swebench__matplotlib__matplotlib-20826__minimax,minimax-m2.5,63,1.7302,1,1,27216,20,0.00415485
swebench__matplotlib__matplotlib-20826__minimax,minimax-m2.5,53,0.0536,1,1,27270,21,0.004151449999999999
swebench__matplotlib__matplotlib-20826__minimax,minimax-m2.5,78,1.2165,1,1,27624,22,0.0042333
swebench__matplotlib__matplotlib-20826__minimax,minimax-m2.5,88,2.7679,1,1,28162,23,0.0043254999999999995
swebench__matplotlib__matplotlib-20826__minimax,minimax-m2.5,100,1.2339,1,1,28424,24,0.0043786
swebench__matplotlib__matplotlib-20826__minimax,minimax-m2.5,74,0.7195,1,1,28773,25,0.00440105
swebench__matplotlib__matplotlib-20826__minimax,minimax-m2.5,77,0.7166,1,1,28965,26,0.004433299999999999
swebench__matplotlib__matplotlib-20826__minimax,minimax-m2.5,521,5.2927,1,1,29549,27,0.0050314999999999995
swebench__matplotlib__matplotlib-20826__minimax,minimax-m2.5,307,1.2356,1,1,30741,28,0.004964199999999999
swebench__matplotlib__matplotlib-20826__minimax,minimax-m2.5,1053,0.0754,1,1,32831,29,0.0061356
swebench__matplotlib__matplotlib-20826__minimax,minimax-m2.5,1324,0.0591,1,1,32884,30,0.0064551999999999995
swebench__matplotlib__matplotlib-20826__minimax,minimax-m2.5,137,0.1391,1,1,35279,31,0.0054494
swebench__matplotlib__matplotlib-20826__minimax,minimax-m2.5,98,0.7225,1,1,35565,32,0.00544745
swebench__matplotlib__matplotlib-20826__minimax,minimax-m2.5,512,0.7346,1,1,35772,33,0.005954599999999999
swebench__matplotlib__matplotlib-20826__minimax,minimax-m2.5,256,1.2492,1,1,37007,34,0.00584545
swebench__matplotlib__matplotlib-20826__minimax,minimax-m2.5,109,0.7273,1,1,37447,35,0.0057424
swebench__matplotlib__matplotlib-20826__minimax,minimax-m2.5,131,0.0683,1,1,37498,36,0.00577535
swebench__matplotlib__matplotlib-20826__minimax,minimax-m2.5,129,0.7317,1,1,37838,37,0.00582405
swebench__matplotlib__matplotlib-20826__minimax,minimax-m2.5,61,1.2429,1,1,38134,38,0.005790249999999999
swebench__matplotlib__matplotlib-20826__minimax,minimax-m2.5,135,0.7351,1,1,38416,39,0.00591765
swebench__matplotlib__matplotlib-20826__minimax,minimax-m2.5,116,1.2455,1,1,38838,40,0.005959099999999999
swebench__matplotlib__matplotlib-20826__minimax,minimax-m2.5,166,0.7598,1,1,39112,41,0.0060577
swebench__matplotlib__matplotlib-20826__minimax,minimax-m2.5,183,0.7366,1,1,39567,42,0.0061455
swebench__matplotlib__matplotlib-20826__minimax,minimax-m2.5,184,0.7434,1,1,40279,43,0.00625345
swebench__matplotlib__matplotlib-20826__minimax,minimax-m2.5,75,0.7395,1,1,40652,44,0.00618405
swebench__matplotlib__matplotlib-20826__minimax,minimax-m2.5,73,0.7419,1,1,41127,45,0.006253
swebench__matplotlib__matplotlib-20826__minimax,minimax-m2.5,141,0.7451,1,1,41872,46,0.006442949999999999
swebench__matplotlib__matplotlib-20826__minimax,minimax-m2.5,77,0.7512,1,1,42353,47,0.006441499999999999
swebench__matplotlib__matplotlib-20826__minimax,minimax-m2.5,116,0.7429,1,1,42534,48,0.006513499999999999
swebench__matplotlib__matplotlib-20826__minimax,minimax-m2.5,160,2.772,1,1,43500,49,0.006709
swebench__matplotlib__matplotlib-20826__minimax,minimax-m2.5,68,1.2566,1,1,43843,50,0.006654649999999999
swebench__matplotlib__matplotlib-20859__minimax,minimax-m2.5,125,0.0,1,1,12006,1,0.00194465
swebench__matplotlib__matplotlib-20859__minimax,minimax-m2.5,133,0.0386,1,1,12059,2,0.0019617999999999997
swebench__matplotlib__matplotlib-20859__minimax,minimax-m2.5,138,0.7095,1,1,12373,3,0.0020146499999999998
swebench__matplotlib__matplotlib-20859__minimax,minimax-m2.5,55,0.6956,1,1,13224,4,0.00204685
swebench__matplotlib__matplotlib-20859__minimax,minimax-m2.5,89,0.6917,1,1,13474,5,0.0021234500000000003
swebench__matplotlib__matplotlib-20859__minimax,minimax-m2.5,85,0.6954,1,1,13676,6,0.0021491500000000003
swebench__matplotlib__matplotlib-20859__minimax,minimax-m2.5,105,0.0942,1,1,14065,7,0.0022305000000000003
swebench__matplotlib__matplotlib-20859__minimax,minimax-m2.5,83,0.0515,1,1,14693,8,0.0022994
swebench__matplotlib__matplotlib-20859__minimax,minimax-m2.5,78,0.6957,1,1,14904,9,0.0023252999999999998
swebench__matplotlib__matplotlib-20859__minimax,minimax-m2.5,288,0.0524,1,1,15408,10,0.0026423999999999996
swebench__matplotlib__matplotlib-20859__minimax,minimax-m2.5,86,0.7091,1,1,15920,11,0.0024869
swebench__matplotlib__matplotlib-20859__minimax,minimax-m2.5,149,1.2179,1,1,16527,12,0.0026504
swebench__matplotlib__matplotlib-20859__minimax,minimax-m2.5,73,0.7059,1,1,16994,13,0.00263305
swebench__matplotlib__matplotlib-20859__minimax,minimax-m2.5,67,0.7045,1,1,17283,14,0.0026695
swebench__matplotlib__matplotlib-20859__minimax,minimax-m2.5,72,0.7039,1,1,17704,15,0.0027383999999999998
swebench__matplotlib__matplotlib-20859__minimax,minimax-m2.5,61,0.7064,1,1,17920,16,0.00275815
swebench__matplotlib__matplotlib-20859__minimax,minimax-m2.5,76,0.7069,1,1,18094,17,0.0028014999999999997
swebench__matplotlib__matplotlib-20859__minimax,minimax-m2.5,90,0.7127,1,1,18337,18,0.00285405
swebench__matplotlib__matplotlib-20859__minimax,minimax-m2.5,77,2.2341,1,1,18813,19,0.0029105
swebench__matplotlib__matplotlib-20859__minimax,minimax-m2.5,60,1.7244,1,1,19361,20,0.00297315
swebench__matplotlib__matplotlib-20859__minimax,minimax-m2.5,73,1.2181,1,1,19726,21,0.00304285
swebench__matplotlib__matplotlib-20859__minimax,minimax-m2.5,57,3.2482,1,1,20644,22,0.00316215
swebench__matplotlib__matplotlib-20859__minimax,minimax-m2.5,79,1.2195,1,1,20863,23,0.0032202999999999997
swebench__matplotlib__matplotlib-20859__minimax,minimax-m2.5,73,2.7508,1,1,21789,24,0.0033523
swebench__matplotlib__matplotlib-20859__minimax,minimax-m2.5,84,0.7141,1,1,22106,25,0.0034124999999999997
swebench__matplotlib__matplotlib-20859__minimax,minimax-m2.5,120,4.2782,1,1,22506,26,0.0035139
swebench__matplotlib__matplotlib-20859__minimax,minimax-m2.5,154,1.2191,1,1,22793,27,0.00359605
swebench__matplotlib__matplotlib-20859__minimax,minimax-m2.5,126,0.7013,1,1,23235,28,0.0036301499999999995
swebench__matplotlib__matplotlib-20859__minimax,minimax-m2.5,109,0.717,1,1,23937,29,0.0037159
swebench__matplotlib__matplotlib-20859__minimax,minimax-m2.5,71,1.2306,1,1,24191,30,0.0037102999999999997
swebench__matplotlib__matplotlib-20859__minimax,minimax-m2.5,77,0.7008,1,1,24432,31,0.00375335
swebench__matplotlib__matplotlib-20859__minimax,minimax-m2.5,74,0.723,1,1,24781,32,0.0038022499999999996
swebench__matplotlib__matplotlib-20859__minimax,minimax-m2.5,178,0.7044,1,1,25265,33,0.00399445
swebench__matplotlib__matplotlib-20859__minimax,minimax-m2.5,90,0.7394,1,1,25589,34,0.00394185
swebench__matplotlib__matplotlib-20859__minimax,minimax-m2.5,144,0.1288,1,1,26242,35,0.0041019
swebench__matplotlib__matplotlib-20859__minimax,minimax-m2.5,214,1.2365,1,1,26659,36,0.00424495
swebench__matplotlib__matplotlib-20859__minimax,minimax-m2.5,63,1.2444,1,1,27090,37,0.004135949999999999
swebench__matplotlib__matplotlib-20859__minimax,minimax-m2.5,63,0.7344,1,1,27336,38,0.00417285
swebench__matplotlib__matplotlib-20859__minimax,minimax-m2.5,136,0.7363,1,1,27946,39,0.0043483
swebench__matplotlib__matplotlib-20859__minimax,minimax-m2.5,172,1.2447,1,1,28375,40,0.004454049999999999
swebench__matplotlib__matplotlib-20859__minimax,minimax-m2.5,59,1.2529,1,1,28695,41,0.0043721
swebench__matplotlib__matplotlib-20859__minimax,minimax-m2.5,171,0.7396,1,1,29081,42,0.004558799999999999
