session_id,model,output_length,pre_gap,is_system_prompt_present,input_tokens,turn_number,has_error,turn_cost
swebench__django__django-15315__claude,claude-sonnet-4-6,616,1.3545,1,6871,5,0,0.029852999999999998
swebench__django__django-15315__claude,claude-sonnet-4-6,221,0.0491,1,7504,6,0,0.025827000000000003
swebench__django__django-15315__claude,claude-sonnet-4-6,130,0.7213,1,8423,7,0,0.027219
swebench__django__django-15315__claude,claude-sonnet-4-6,614,1.0488,1,9093,8,0,0.036489
swebench__django__django-15315__claude,claude-sonnet-4-6,182,0.0519,1,9724,9,0,0.031902
swebench__django__django-15315__claude,claude-sonnet-4-6,86,1.8721,1,10540,10,0,0.03291
swebench__django__django-15315__claude,claude-sonnet-4-6,887,0.8302,1,11883,11,0,0.048954
swebench__django__django-15315__claude,claude-sonnet-4-6,256,0.0591,1,12787,12,0,0.042201
swebench__django__django-15315__claude,claude-sonnet-4-6,1498,4.7128,1,13362,13,0,0.062556
swebench__django__django-15315__claude,claude-sonnet-4-6,308,0.0674,1,14847,14,0,0.049161
swebench__django__django-15315__minimax,minimax-m2.5,86,0.0,1,9533,1,1,0.00152885
swebench__django__django-15315__minimax,minimax-m2.5,116,0.0491,1,9586,2,0,0.0015712999999999999
swebench__django__django-15315__minimax,minimax-m2.5,54,0.7106,1,10204,3,0,0.0015926999999999998
swebench__django__django-15315__minimax,minimax-m2.5,82,0.6942,1,11412,4,0,0.0018061000000000002
swebench__django__django-15315__minimax,minimax-m2.5,80,0.6769,1,11845,5,0,0.00186875
swebench__django__django-15315__minimax,minimax-m2.5,92,0.6861,1,12300,6,0,0.0019508
swebench__django__django-15315__minimax,minimax-m2.5,90,1.0024,1,12506,7,0,0.0019793999999999996
swebench__django__django-15315__minimax,minimax-m2.5,124,0.0869,1,13146,8,0,0.0021145
swebench__django__django-15315__minimax,minimax-m2.5,160,0.6791,1,13537,9,0,0.00221455
swebench__django__django-15315__minimax,minimax-m2.5,174,0.0508,1,14058,10,0,0.0023087999999999997
swebench__django__django-15315__minimax,minimax-m2.5,82,0.6853,1,14486,11,0,0.0022672
swebench__django__django-15315__minimax,minimax-m2.5,209,0.2717,1,15169,12,0,0.0025156999999999996
swebench__django__django-15315__minimax,minimax-m2.5,174,0.0203,1,15223,13,0,0.0024835499999999997
swebench__django__django-15315__minimax,minimax-m2.5,83,0.6964,1,15562,14,0,0.0024297499999999996
swebench__django__django-15315__minimax,minimax-m2.5,539,0.0576,1,15927,15,0,0.0030088999999999997
swebench__django__django-15315__minimax,minimax-m2.5,68,0.7044,1,17075,16,0,0.0026394499999999998
swebench__django__django-15315__minimax,minimax-m2.5,66,0.0432,1,17129,17,0,0.0026452499999999996
swebench__django__django-15315__minimax,minimax-m2.5,58,1.2119,1,17321,18,0,0.00266485
swebench__django__django-15315__minimax,minimax-m2.5,60,0.705,1,17599,19,0,0.00270885
swebench__django__django-15315__minimax,minimax-m2.5,415,0.7067,1,18944,20,0,0.0033188499999999995
swebench__django__django-15315__minimax,minimax-m2.5,45,0.7117,1,19769,21,1,0.0030171
swebench__django__django-15315__minimax,minimax-m2.5,202,1.2258,1,19976,22,0,0.0032287
swebench__django__django-15315__minimax,minimax-m2.5,45,0.7128,1,21009,23,1,0.0032031
swebench__django__django-15315__minimax,minimax-m2.5,202,1.2175,1,21261,24,0,0.0034214499999999995
swebench__django__django-15315__minimax,minimax-m2.5,136,0.7244,1,21782,25,0,0.0034237
swebench__django__django-15315__minimax,minimax-m2.5,150,0.075,1,22245,26,0,0.0035092499999999998
swebench__django__django-15315__minimax,minimax-m2.5,90,0.7163,1,22955,27,0,0.0035467499999999996
swebench__django__django-15315__minimax,minimax-m2.5,61,0.7174,1,23188,28,0,0.00354835
swebench__django__django-15315__minimax,minimax-m2.5,118,0.7169,1,23385,29,0,0.00364345
swebench__django__django-15315__minimax,minimax-m2.5,127,0.7209,1,23835,30,0,0.0037212999999999994
swebench__django__django-15315__minimax,minimax-m2.5,182,0.0592,1,23890,31,0,0.0037928
swebench__django__django-15315__minimax,minimax-m2.5,79,0.7213,1,24287,32,0,0.0037338999999999996
swebench__django__django-15315__minimax,minimax-m2.5,78,0.7211,1,24576,33,0,0.0037760999999999997
swebench__django__django-15315__minimax,minimax-m2.5,517,0.7204,1,25090,34,0,0.00435805
swebench__django__django-15315__minimax,minimax-m2.5,268,0.1317,1,25943,35,0,0.00419965
swebench__django__django-15315__minimax,minimax-m2.5,506,0.7283,1,26587,36,1,0.00456995
swebench__django__django-15315__minimax,minimax-m2.5,681,0.738,1,27812,37,0,0.00495495
swebench__django__django-15315__minimax,minimax-m2.5,71,0.7348,1,28713,38,0,0.0043885999999999994
swebench__django__django-15315__minimax,minimax-m2.5,55,0.7251,1,29010,39,1,0.00441475
swebench__django__django-15315__minimax,minimax-m2.5,71,4.2737,1,29469,40,0,0.004502
swebench__django__django-15315__minimax,minimax-m2.5,72,0.7348,1,29848,41,1,0.00456
swebench__django__django-15315__minimax,minimax-m2.5,84,0.7336,1,30366,42,0,0.004651499999999999
swebench__django__django-15315__minimax,minimax-m2.5,89,0.7378,1,31015,43,0,0.0047546
swebench__django__django-15315__minimax,minimax-m2.5,82,1.2366,1,31621,44,1,0.004837450000000001
swebench__django__django-15315__minimax,minimax-m2.5,94,1.2093,1,31895,45,0,0.004892349999999999
swebench__django__django-15315__minimax,minimax-m2.5,230,0.7359,1,32161,46,0,0.00508865
swebench__django__django-15315__minimax,minimax-m2.5,80,0.0852,1,37558,47,0,0.0057257
swebench__django__django-15315__minimax,minimax-m2.5,549,0.0825,1,37954,48,0,0.0063244500000000006
swebench__django__django-15368__claude,claude-sonnet-4-6,117,0.0,1,5473,1,0,0.018174
swebench__django__django-15368__claude,claude-sonnet-4-6,128,0.0766,1,6452,2,0,0.021276000000000003
swebench__django__django-15368__claude,claude-sonnet-4-6,97,0.0491,1,7085,3,0,0.02271
swebench__django__django-15368__claude,claude-sonnet-4-6,128,0.6946,1,7371,4,0,0.024033
swebench__django__django-15368__claude,claude-sonnet-4-6,145,0.0504,1,8291,5,0,0.027048
swebench__django__django-15368__claude,claude-sonnet-4-6,96,0.0434,1,8486,6,0,0.026898000000000002
swebench__django__django-15368__claude,claude-sonnet-4-6,128,0.7356,1,8677,7,0,0.027951000000000004
swebench__django__django-15368__claude,claude-sonnet-4-6,204,0.0622,1,9555,8,0,0.031724999999999996
swebench__django__django-15368__claude,claude-sonnet-4-6,134,0.7083,1,9886,9,0,0.031668
swebench__django__django-15368__claude,claude-sonnet-4-6,96,0.7152,1,10220,10,0,0.0321
swebench__django__django-15368__claude,claude-sonnet-4-6,128,0.0632,1,10369,11,0,0.033027
swebench__django__django-15368__claude,claude-sonnet-4-6,333,0.0604,1,10800,12,0,0.037395
swebench__django__django-15368__claude,claude-sonnet-4-6,95,0.0555,1,11167,13,0,0.034926000000000006
swebench__django__django-15368__claude,claude-sonnet-4-6,88,0.7128,1,11567,14,0,0.036021
swebench__django__django-15368__claude,claude-sonnet-4-6,88,0.7165,1,11850,15,0,0.03687
swebench__django__django-15368__claude,claude-sonnet-4-6,92,0.7205,1,12694,16,0,0.039462000000000004
swebench__django__django-15368__claude,claude-sonnet-4-6,95,1.7864,1,12969,17,0,0.040332
swebench__django__django-15368__claude,claude-sonnet-4-6,116,1.3657,1,14268,18,0,0.04454399999999999
swebench__django__django-15368__claude,claude-sonnet-4-6,95,0.7242,1,14468,19,0,0.044829
swebench__django__django-15368__claude,claude-sonnet-4-6,128,0.7392,1,14659,20,0,0.045897
swebench__django__django-15368__claude,claude-sonnet-4-6,932,0.0846,1,15590,21,0,0.06075
swebench__django__django-15368__claude,claude-sonnet-4-6,88,0.0701,1,16555,22,0,0.050985
swebench__django__django-15368__claude,claude-sonnet-4-6,94,0.6079,1,16693,23,0,0.051489
swebench__django__django-15368__minimax,minimax-m2.5,111,0.0,1,11216,1,1,0.00181005
swebench__django__django-15368__minimax,minimax-m2.5,131,0.0351,1,11268,2,0,0.00184085
swebench__django__django-15368__minimax,minimax-m2.5,80,0.7041,1,11921,3,0,0.00188015
swebench__django__django-15368__minimax,minimax-m2.5,131,0.6894,1,13161,4,0,0.0021248
swebench__django__django-15368__minimax,minimax-m2.5,81,0.0628,1,18380,5,1,0.00285015
swebench__django__django-15368__minimax,minimax-m2.5,79,0.6911,1,18684,6,0,0.0028934499999999997
swebench__django__django-15368__minimax,minimax-m2.5,254,0.0487,1,20049,7,0,0.00329945
swebench__django__django-15368__minimax,minimax-m2.5,101,0.695,1,20445,8,0,0.0031829000000000002
swebench__django__django-15368__minimax,minimax-m2.5,290,0.0967,1,21452,9,0,0.0035513
swebench__django__django-15368__minimax,minimax-m2.5,207,0.0551,1,22186,10,0,0.00356595
swebench__django__django-15368__minimax,minimax-m2.5,246,0.049,1,22485,11,0,0.0036556500000000003
swebench__django__django-15368__minimax,minimax-m2.5,202,0.3125,1,23065,12,0,0.0036920499999999997
swebench__django__django-15368__minimax,minimax-m2.5,78,0.0489,1,23357,13,0,0.0035932499999999997
swebench__django__django-15368__minimax,minimax-m2.5,77,3.2434,1,23612,14,0,0.00363035
swebench__django__django-15368__minimax,minimax-m2.5,166,0.0723,1,26761,15,0,0.00420505
swebench__django__django-15368__minimax,minimax-m2.5,136,0.0724,1,27387,16,0,0.00426445
swebench__django__django-15368__minimax,minimax-m2.5,515,0.706,1,27876,17,0,0.00477365
swebench__django__django-15368__minimax,minimax-m2.5,45,0.7177,1,29001,18,1,0.004401899999999999
swebench__django__django-15368__minimax,minimax-m2.5,416,1.2214,1,29208,19,0,0.0048596
swebench__django__django-15368__minimax,minimax-m2.5,52,0.7247,1,30665,20,1,0.004659549999999999
swebench__django__django-15368__minimax,minimax-m2.5,416,1.2213,1,30886,21,0,0.005111299999999999
swebench__django__django-15368__minimax,minimax-m2.5,48,0.7201,1,32579,22,1,0.004942049999999999
swebench__django__django-15368__minimax,minimax-m2.5,416,1.2229,1,32797,23,0,0.00539795
swebench__django__django-15368__minimax,minimax-m2.5,267,1.1456,1,33803,24,0,0.0053774999999999995
swebench__django__django-15368__minimax,minimax-m2.5,78,0.0701,1,34167,25,0,0.00521475
swebench__django__django-15368__minimax,minimax-m2.5,72,0.7217,1,34370,26,0,0.0052382999999999996
swebench__django__django-15368__minimax,minimax-m2.5,51,0.7201,1,34661,27,1,0.0052578
swebench__django__django-15368__minimax,minimax-m2.5,69,4.1143,1,35117,28,0,0.0053469
swebench__django__django-15368__minimax,minimax-m2.5,80,0.7433,1,35773,29,1,0.00545795
swebench__django__django-15368__minimax,minimax-m2.5,79,0.1163,1,36180,30,0,0.0055178499999999995
swebench__django__django-15368__minimax,minimax-m2.5,80,0.7295,1,37455,31,0,0.00571025
swebench__django__django-15368__minimax,minimax-m2.5,67,0.7261,1,37654,32,0,0.00572515
swebench__django__django-15368__minimax,minimax-m2.5,99,0.7137,1,37842,33,0,0.00579015
swebench__django__django-15368__minimax,minimax-m2.5,165,0.3147,1,38220,34,0,0.005922749999999999
swebench__django__django-15368__minimax,minimax-m2.5,78,0.1083,1,38707,35,0,0.005895749999999999
swebench__django__django-15368__minimax,minimax-m2.5,72,0.7309,1,39857,36,0,0.006061349999999999
swebench__django__django-15368__minimax,minimax-m2.5,94,1.2482,1,40713,37,1,0.00621505
swebench__django__django-15368__minimax,minimax-m2.5,91,0.0738,1,40767,38,0,0.0062197
swebench__django__django-15368__minimax,minimax-m2.5,468,1.7309,1,41808,39,0,0.006809399999999999
swebench__django__django-15368__minimax,minimax-m2.5,456,0.0785,1,41862,40,0,0.006803700000000001
swebench__django__django-15368__minimax,minimax-m2.5,149,0.7442,1,42914,41,0,0.00660845
swebench__django__django-15368__minimax,minimax-m2.5,812,0.0677,1,43144,42,0,0.0074054
swebench__django__django-15375__claude,claude-sonnet-4-6,117,0.0,1,5861,1,1,0.019338
swebench__django__django-15375__claude,claude-sonnet-4-6,97,0.0891,1,6044,2,0,0.019587
swebench__django__django-15375__claude,claude-sonnet-4-6,105,0.6987,1,6242,3,0,0.020301
swebench__django__django-15375__claude,claude-sonnet-4-6,205,0.0562,1,8248,4,0,0.027819000000000003
swebench__django__django-15375__claude,claude-sonnet-4-6,106,0.0468,1,8498,5,0,0.027084000000000004
swebench__django__django-15375__claude,claude-sonnet-4-6,111,0.9265,1,8982,6,0,0.028611
swebench__django__django-15375__claude,claude-sonnet-4-6,128,0.7079,1,9182,7,0,0.029466
swebench__django__django-15375__claude,claude-sonnet-4-6,111,1.3773,1,9600,8,0,0.030465
swebench__django__django-15375__claude,claude-sonnet-4-6,126,1.0257,1,9783,9,0,0.031239
swebench__django__django-15375__claude,claude-sonnet-4-6,84,0.0592,1,9958,10,0,0.031134
swebench__django__django-15375__claude,claude-sonnet-4-6,888,0.7116,1,10502,11,0,0.044826
swebench__django__django-15375__claude,claude-sonnet-4-6,95,0.0577,1,11347,12,0,0.035466000000000004
swebench__django__django-15375__claude,claude-sonnet-4-6,833,0.7138,1,12645,13,0,0.050429999999999996
swebench__django__django-15375__claude,claude-sonnet-4-6,93,0.0588,1,13489,14,0,0.041861999999999996
swebench__django__django-15375__claude,claude-sonnet-4-6,163,0.9826,1,13776,15,0,0.043773000000000006
swebench__django__django-15375__claude,claude-sonnet-4-6,99,0.0625,1,13967,16,0,0.043386
swebench__django__django-15375__claude,claude-sonnet-4-6,122,0.724,1,14268,17,0,0.04463399999999999
swebench__django__django-15375__claude,claude-sonnet-4-6,1638,0.7128,1,16484,18,0,0.07402199999999999
swebench__django__django-15375__claude,claude-sonnet-4-6,116,0.0705,1,17941,19,0,0.055562999999999994
swebench__django__django-15375__deepseek,deepseek-v3.1,61,0.0,1,38189,1,1,0.008036769999999999
swebench__django__django-15375__deepseek,deepseek-v3.1,122,0.793,1,38570,2,1,0.00813386
swebench__django__django-15375__deepseek,deepseek-v3.1,75,0.7517,1,39093,3,1,0.00823053
swebench__django__django-15375__deepseek,deepseek-v3.1,56,0.7537,1,39634,4,1,0.00833882
swebench__django__django-15375__deepseek,deepseek-v3.1,70,0.7287,1,40040,5,0,0.008428
swebench__django__django-15375__deepseek,deepseek-v3.1,94,0.7498,1,40586,6,0,0.008549379999999999
swebench__django__django-15375__deepseek,deepseek-v3.1,64,0.1164,1,40772,7,0,0.008580039999999999
swebench__django__django-15375__deepseek,deepseek-v3.1,61,0.1078,1,41017,8,0,0.008630649999999998
swebench__django__django-15375__deepseek,deepseek-v3.1,53,0.7199,1,41190,9,0,0.008664739999999999
swebench__django__django-15375__deepseek,deepseek-v3.1,82,0.7356,1,41517,10,0,0.00874153
swebench__django__django-15375__deepseek,deepseek-v3.1,288,0.1081,1,41735,11,0,0.00884499
swebench__django__django-15375__deepseek,deepseek-v3.1,73,0.1348,1,42396,12,0,0.0089236
swebench__django__django-15375__deepseek,deepseek-v3.1,77,0.7605,1,42949,13,0,0.00904085
swebench__django__django-15375__deepseek,deepseek-v3.1,113,0.7563,1,43507,14,0,0.009168109999999998
swebench__django__django-15375__deepseek,deepseek-v3.1,93,0.7623,1,44166,15,0,0.009300899999999999
swebench__django__django-15375__deepseek,deepseek-v3.1,477,0.7593,1,45290,16,0,0.009644459999999999
swebench__django__django-15375__deepseek,deepseek-v3.1,457,0.7671,1,46280,17,0,0.00984676
swebench__django__django-15375__minimax,minimax-m2.5,107,0.0,1,11604,1,1,0.00186365
swebench__django__django-15375__minimax,minimax-m2.5,58,0.7319,1,12224,2,0,0.0019003
swebench__django__django-15375__minimax,minimax-m2.5,84,0.6858,1,13438,3,0,0.0021123
swebench__django__django-15375__minimax,minimax-m2.5,425,0.0882,1,15473,4,0,0.0028097
swebench__django__django-15375__minimax,minimax-m2.5,86,0.6812,1,16021,5,1,0.00250205
swebench__django__django-15375__minimax,minimax-m2.5,342,0.6948,1,16467,6,0,0.0028633499999999997
swebench__django__django-15375__minimax,minimax-m2.5,67,0.6921,1,16915,7,0,0.0026143
swebench__django__django-15375__minimax,minimax-m2.5,96,0.6941,1,17107,8,0,0.00267645
swebench__django__django-15375__minimax,minimax-m2.5,86,0.6968,1,17904,9,0,0.0027844999999999996
swebench__django__django-15375__minimax,minimax-m2.5,74,0.6984,1,18107,10,0,0.00280115
swebench__django__django-15375__minimax,minimax-m2.5,119,0.7013,1,18667,11,0,0.0029368999999999997
swebench__django__django-15375__minimax,minimax-m2.5,86,0.7045,1,19362,12,0,0.0030031999999999997
swebench__django__django-15375__minimax,minimax-m2.5,95,0.6996,1,20167,13,0,0.0031343
swebench__django__django-15375__minimax,minimax-m2.5,94,1.2097,1,21002,14,0,0.0032584
swebench__django__django-15375__minimax,minimax-m2.5,135,0.7029,1,21847,15,0,0.0034322999999999997
swebench__django__django-15375__minimax,minimax-m2.5,133,0.7029,1,22141,16,0,0.0034741
swebench__django__django-15375__minimax,minimax-m2.5,111,0.7049,1,23575,17,0,0.0036638999999999994
swebench__django__django-15375__minimax,minimax-m2.5,168,0.7087,1,24082,18,0,0.0038055
swebench__django__django-15375__minimax,minimax-m2.5,78,0.7085,1,24381,19,0,0.0037468499999999995
swebench__django__django-15375__minimax,minimax-m2.5,256,0.712,1,25481,20,0,0.00411655
swebench__django__django-15375__minimax,minimax-m2.5,264,0.7115,1,25843,21,0,0.00418005
swebench__django__django-15375__minimax,minimax-m2.5,365,0.0533,1,25898,22,0,0.00430445
swebench__django__django-15375__minimax,minimax-m2.5,698,0.7228,1,27249,23,0,0.00489005
swebench__django__django-15375__minimax,minimax-m2.5,644,0.7325,1,27988,24,0,0.0049388
swebench__django__django-15375__minimax,minimax-m2.5,149,0.0768,1,29782,25,0,0.004638649999999999
swebench__django__django-15375__minimax,minimax-m2.5,117,0.7189,1,30094,26,0,0.00464865
swebench__django__django-15375__minimax,minimax-m2.5,134,0.718,1,30343,27,0,0.004705549999999999
swebench__django__django-15375__minimax,minimax-m2.5,63,0.7191,1,31228,28,0,0.004756649999999999
swebench__django__django-15375__minimax,minimax-m2.5,59,0.7158,1,31426,29,0,0.00478175
swebench__django__django-15375__minimax,minimax-m2.5,53,0.0643,1,31480,30,0,0.004782949999999999
swebench__django__django-15375__minimax,minimax-m2.5,72,0.7199,1,31712,31,0,0.0048395999999999995
swebench__django__django-15375__minimax,minimax-m2.5,60,0.7223,1,31897,32,0,0.00485355
swebench__django__django-15375__minimax,minimax-m2.5,103,0.7226,1,32092,33,0,0.00493225
swebench__django__django-15375__minimax,minimax-m2.5,274,0.0929,1,33358,34,0,0.005318799999999999
swebench__django__django-15375__minimax,minimax-m2.5,105,0.099,1,33906,35,0,0.00520665
swebench__django__django-15375__minimax,minimax-m2.5,64,0.731,1,34129,36,0,0.00519295
swebench__django__django-15375__minimax,minimax-m2.5,55,0.067,1,34184,37,0,0.0051908499999999995
swebench__django__django-15375__minimax,minimax-m2.5,73,0.7346,1,34365,38,0,0.0052387
swebench__django__django-15375__minimax,minimax-m2.5,68,0.6955,1,35027,39,0,0.00533225
swebench__django__django-15375__minimax,minimax-m2.5,334,0.7345,1,35539,40,0,0.00571495
swebench__django__django-15375__minimax,minimax-m2.5,44,0.7426,1,36403,41,1,0.005511049999999999
swebench__django__django-15375__minimax,minimax-m2.5,303,1.2542,1,36609,42,0,0.0058398
swebench__django__django-15375__minimax,minimax-m2.5,44,1.2516,1,38139,43,1,0.005771449999999999
swebench__django__django-15375__minimax,minimax-m2.5,302,1.7775,1,38348,44,0,0.0060995
swebench__django__django-15375__minimax,minimax-m2.5,110,0.7429,1,39095,45,0,0.0059907499999999995
swebench__django__django-15375__minimax,minimax-m2.5,83,0.7375,1,39336,46,0,0.0059958500000000005
swebench__django__django-15375__minimax,minimax-m2.5,54,0.7441,1,39650,47,1,0.0060095999999999995
swebench__django__django-15375__minimax,minimax-m2.5,84,4.2989,1,40071,48,0,0.00610725
swebench__django__django-15375__minimax,minimax-m2.5,132,1.2496,1,40668,49,0,0.006252
swebench__django__django-15375__minimax,minimax-m2.5,81,0.0826,1,40723,50,0,0.006201600000000001
swebench__django__django-15380__claude,claude-sonnet-4-6,118,0.0,1,4001,1,1,0.013773
swebench__django__django-15380__claude,claude-sonnet-4-6,130,0.0802,1,4993,2,0,0.016929
swebench__django__django-15380__claude,claude-sonnet-4-6,525,0.0477,1,6130,3,0,0.026265
swebench__django__django-15380__claude,claude-sonnet-4-6,115,0.0372,1,6627,4,0,0.021606
swebench__django__django-15380__claude,claude-sonnet-4-6,133,0.7055,1,7487,5,0,0.024456
swebench__django__django-15380__claude,claude-sonnet-4-6,141,0.705,1,7680,6,0,0.025155
swebench__django__django-15380__claude,claude-sonnet-4-6,350,0.6977,1,8170,7,0,0.02976
swebench__django__django-15380__claude,claude-sonnet-4-6,158,0.0435,1,8498,8,0,0.027864000000000003
swebench__django__django-15380__claude,claude-sonnet-4-6,1209,0.0595,1,9430,9,0,0.046424999999999994
swebench__django__django-15380__claude,claude-sonnet-4-6,97,0.0521,1,10510,10,0,0.032985
swebench__django__django-15380__claude,claude-sonnet-4-6,116,0.7096,1,10912,11,0,0.034476
swebench__django__django-15380__claude,claude-sonnet-4-6,120,0.7088,1,11100,12,0,0.035100000000000006
swebench__django__django-15380__claude,claude-sonnet-4-6,208,0.904,1,11378,13,0,0.037253999999999995
swebench__django__django-15380__claude,claude-sonnet-4-6,124,0.0562,1,11617,14,0,0.036711
swebench__django__django-15380__claude,claude-sonnet-4-6,89,8.8063,1,11946,15,0,0.037173000000000005
swebench__django__django-15380__claude,claude-sonnet-4-6,109,0.5968,1,12068,16,0,0.037839
swebench__django__django-15380__claude,claude-sonnet-4-6,464,0.7158,1,12682,17,0,0.045006000000000004
swebench__django__django-15380__claude,claude-sonnet-4-6,129,0.0668,1,13144,18,0,0.041366999999999994
swebench__django__django-15380__minimax,minimax-m2.5,159,0.0,1,9744,1,1,0.0016444499999999998
swebench__django__django-15380__minimax,minimax-m2.5,135,0.0421,1,9797,2,0,0.0016248
swebench__django__django-15380__minimax,minimax-m2.5,57,0.7043,1,10455,3,0,0.0016338
swebench__django__django-15380__minimax,minimax-m2.5,79,0.6856,1,11703,4,0,0.0018463
swebench__django__django-15380__minimax,minimax-m2.5,89,0.0484,1,12454,5,0,0.00197045
swebench__django__django-15380__minimax,minimax-m2.5,137,0.0563,1,13351,6,0,0.0021601999999999997
swebench__django__django-15380__minimax,minimax-m2.5,465,0.0454,1,14082,7,0,0.00264705
swebench__django__django-15380__minimax,minimax-m2.5,83,0.6882,1,15128,8,1,0.00236465
swebench__django__django-15380__minimax,minimax-m2.5,56,0.6905,1,15325,9,0,0.00236315
swebench__django__django-15380__minimax,minimax-m2.5,358,0.6946,1,15709,10,0,0.00276805
swebench__django__django-15380__minimax,minimax-m2.5,809,0.054,1,16909,11,0,0.0034667
swebench__django__django-15380__minimax,minimax-m2.5,108,0.0805,1,18095,12,0,0.00283845
swebench__django__django-15380__minimax,minimax-m2.5,81,0.7011,1,18327,13,0,0.0028422
swebench__django__django-15380__minimax,minimax-m2.5,68,0.0271,1,18382,14,0,0.0028355
swebench__django__django-15380__minimax,minimax-m2.5,78,0.7017,1,18563,15,0,0.00287415
swebench__django__django-15380__minimax,minimax-m2.5,69,1.0467,1,18753,16,0,0.0028923
swebench__django__django-15380__minimax,minimax-m2.5,85,0.7038,1,19323,17,0,0.0029962
swebench__django__django-15380__minimax,minimax-m2.5,87,0.6968,1,19938,18,0,0.00309075
swebench__django__django-15380__minimax,minimax-m2.5,85,0.1028,1,20431,19,0,0.0031624
swebench__django__django-15380__minimax,minimax-m2.5,82,0.7084,1,20671,20,0,0.0031949499999999994
swebench__django__django-15380__minimax,minimax-m2.5,123,0.0653,1,21443,21,0,0.0033579
swebench__django__django-15380__minimax,minimax-m2.5,88,0.7113,1,21696,22,0,0.0033556
swebench__django__django-15380__minimax,minimax-m2.5,58,0.7135,1,22089,23,1,0.00338005
swebench__django__django-15380__minimax,minimax-m2.5,77,4.7721,1,22576,24,0,0.00347495
swebench__django__django-15380__minimax,minimax-m2.5,227,0.7208,1,22847,25,0,0.0036880999999999997
swebench__django__django-15380__minimax,minimax-m2.5,145,0.7127,1,23274,26,0,0.00365785
swebench__django__django-15380__minimax,minimax-m2.5,105,0.0684,1,23796,27,0,0.00369015
swebench__django__django-15380__minimax,minimax-m2.5,747,0.0684,1,24456,28,0,0.00452745
swebench__django__django-15380__minimax,minimax-m2.5,56,0.0746,1,25400,29,0,0.0038743999999999996
swebench__django__django-15380__minimax,minimax-m2.5,318,0.7163,1,25585,30,0,0.00420345
swebench__django__django-15380__minimax,minimax-m2.5,55,0.095,1,26342,31,0,0.0040145499999999995
swebench__django__django-15380__minimax,minimax-m2.5,126,0.7192,1,26564,32,0,0.0041294999999999995
swebench__django__django-15380__minimax,minimax-m2.5,94,1.234,1,27970,33,0,0.0043035999999999994
swebench__django__django-15380__minimax,minimax-m2.5,80,0.7269,1,28400,34,0,0.004352
swebench__django__django-15380__minimax,minimax-m2.5,58,0.724,1,28626,35,0,0.0043606
swebench__django__django-15380__minimax,minimax-m2.5,65,0.7262,1,28965,36,1,0.0044195
swebench__django__django-15380__minimax,minimax-m2.5,80,0.0575,1,29019,37,0,0.00444485
swebench__django__django-15380__minimax,minimax-m2.5,56,0.7304,1,29589,38,0,0.00450275
swebench__django__django-15380__minimax,minimax-m2.5,77,0.7294,1,29812,39,0,0.0045603499999999995
swebench__django__django-15380__minimax,minimax-m2.5,70,0.0605,1,29867,40,0,0.00456055
swebench__django__django-15380__minimax,minimax-m2.5,57,10.2489,1,30107,41,0,0.0045816
swebench__django__django-15380__minimax,minimax-m2.5,72,0.7276,1,30269,42,0,0.00462315
swebench__django__django-15380__minimax,minimax-m2.5,764,0.7304,1,30672,43,0,0.005479400000000001
swebench__django__django-15382__claude,claude-sonnet-4-6,119,0.0,1,5631,1,0,0.018678
swebench__django__django-15382__claude,claude-sonnet-4-6,130,0.2525,1,6624,2,0,0.021822
swebench__django__django-15382__claude,claude-sonnet-4-6,93,0.0377,1,7285,3,0,0.02325
swebench__django__django-15382__claude,claude-sonnet-4-6,130,0.6935,1,7462,4,0,0.024336
swebench__django__django-15382__claude,claude-sonnet-4-6,370,0.0581,1,8016,5,0,0.029598
swebench__django__django-15382__claude,claude-sonnet-4-6,98,0.0434,1,8398,6,0,0.026663999999999997
swebench__django__django-15382__claude,claude-sonnet-4-6,136,0.7045,1,8607,7,0,0.027861
swebench__django__django-15382__claude,claude-sonnet-4-6,128,0.6973,1,8826,8,0,0.028398
swebench__django__django-15382__claude,claude-sonnet-4-6,410,0.0711,1,9919,9,0,0.035907
swebench__django__django-15382__claude,claude-sonnet-4-6,100,0.0659,1,10459,10,0,0.032877
swebench__django__django-15382__claude,claude-sonnet-4-6,81,0.8936,1,10740,11,0,0.033435
swebench__django__django-15382__claude,claude-sonnet-4-6,130,0.0555,1,10872,12,0,0.034566
swebench__django__django-15382__claude,claude-sonnet-4-6,127,0.0673,1,11263,13,0,0.035694
swebench__django__django-15382__claude,claude-sonnet-4-6,138,3.1758,1,11467,14,0,0.036471
swebench__django__django-15382__claude,claude-sonnet-4-6,145,0.0598,1,11650,15,0,0.037125000000000005
swebench__django__django-15382__claude,claude-sonnet-4-6,288,0.0732,1,12251,16,0,0.041073
swebench__django__django-15382__claude,claude-sonnet-4-6,101,0.3033,1,12565,17,0,0.03921
swebench__django__django-15382__claude,claude-sonnet-4-6,128,0.7229,1,12790,18,0,0.04029
swebench__django__django-15382__claude,claude-sonnet-4-6,143,0.0756,1,13076,19,0,0.041373
swebench__django__django-15382__claude,claude-sonnet-4-6,116,0.7275,1,13296,20,0,0.041628
swebench__django__django-15382__claude,claude-sonnet-4-6,95,0.7291,1,13497,21,0,0.041916
swebench__django__django-15382__claude,claude-sonnet-4-6,118,0.7185,1,13675,22,0,0.042795
